torch.Size([1000000, 3]) torch.Size([1000000, 1]) torch.Size([1000000, 1])
It: 2700, Loss: 9.537e-02, lamd1: -0.001, lamd2: 0.00043, Time: 10.23
It: 2800, Loss: 9.483e-02, lamd1: 0.000, lamd2: -0.00031, Time: 10.25
It: 2900, Loss: 9.560e-02, lamd1: 0.000, lamd2: -0.00029, Time: 10.22
It: 3000, Loss: 9.636e-02, lamd1: -0.000, lamd2: 0.00028, Time: 10.24
It: 3100, Loss: 9.536e-02, lamd1: 0.001, lamd2: -0.00019, Time: 10.22
It: 3200, Loss: 9.685e-02, lamd1: 0.002, lamd2: 0.00062, Time: 10.24
It: 3300, Loss: 9.459e-02, lamd1: 0.004, lamd2: 0.00038, Time: 10.23
It: 3400, Loss: 9.471e-02, lamd1: 0.015, lamd2: 0.00178, Time: 10.24
It: 3500, Loss: 9.474e-02, lamd1: 0.034, lamd2: -0.00025, Time: 10.24
It: 3600, Loss: 9.406e-02, lamd1: 0.038, lamd2: 0.00065, Time: 10.24
It: 3700, Loss: 8.702e-02, lamd1: 0.612, lamd2: 0.01507, Time: 10.22
It: 3800, Loss: 8.194e-02, lamd1: 0.765, lamd2: 0.01739, Time: 10.24
It: 3900, Loss: 5.963e-02, lamd1: 0.792, lamd2: 0.00911, Time: 10.25
It: 4000, Loss: 5.116e-02, lamd1: 0.837, lamd2: 0.01098, Time: 10.25
It: 4100, Loss: 5.201e-02, lamd1: 0.867, lamd2: 0.01039, Time: 10.25
It: 4200, Loss: 2.551e-02, lamd1: 0.897, lamd2: 0.00741, Time: 10.21
It: 4300, Loss: 2.228e-02, lamd1: 0.892, lamd2: 0.00950, Time: 10.23
It: 4400, Loss: 1.665e-02, lamd1: 0.921, lamd2: 0.01117, Time: 10.24
It: 4500, Loss: 1.241e-02, lamd1: 0.931, lamd2: 0.01129, Time: 10.23
It: 4600, Loss: 1.468e-02, lamd1: 0.938, lamd2: 0.01208, Time: 10.24
It: 4700, Loss: 1.056e-02, lamd1: 0.946, lamd2: 0.01245, Time: 10.23
It: 4800, Loss: 7.750e-03, lamd1: 0.950, lamd2: 0.01233, Time: 10.24
It: 4900, Loss: 7.942e-03, lamd1: 0.956, lamd2: 0.01206, Time: 10.23
It: 5000, Loss: 7.469e-03, lamd1: 0.959, lamd2: 0.01170, Time: 10.25
It: 5100, Loss: 8.290e-03, lamd1: 0.960, lamd2: 0.01194, Time: 10.22
It: 5200, Loss: 6.474e-03, lamd1: 0.962, lamd2: 0.01178, Time: 10.19
It: 5300, Loss: 7.566e-03, lamd1: 0.965, lamd2: 0.01168, Time: 10.20
It: 5400, Loss: 5.310e-03, lamd1: 0.965, lamd2: 0.01176, Time: 10.20
It: 5500, Loss: 4.072e-03, lamd1: 0.969, lamd2: 0.01166, Time: 10.20
It: 5600, Loss: 5.025e-03, lamd1: 0.971, lamd2: 0.01159, Time: 10.20
It: 5700, Loss: 5.249e-03, lamd1: 0.971, lamd2: 0.01145, Time: 10.22
It: 5800, Loss: 4.445e-03, lamd1: 0.971, lamd2: 0.01162, Time: 10.19
It: 5900, Loss: 7.031e-03, lamd1: 0.974, lamd2: 0.01150, Time: 10.23
It: 6000, Loss: 3.331e-03, lamd1: 0.973, lamd2: 0.01115, Time: 10.20
It: 6100, Loss: 3.071e-03, lamd1: 0.974, lamd2: 0.01065, Time: 10.22
It: 6200, Loss: 3.118e-03, lamd1: 0.976, lamd2: 0.01104, Time: 10.22
It: 6300, Loss: 5.457e-03, lamd1: 0.978, lamd2: 0.01078, Time: 10.24
It: 6400, Loss: 2.838e-03, lamd1: 0.976, lamd2: 0.01097, Time: 10.21
It: 6500, Loss: 2.926e-03, lamd1: 0.978, lamd2: 0.01085, Time: 10.23
It: 6600, Loss: 3.641e-03, lamd1: 0.979, lamd2: 0.01105, Time: 10.22
It: 6700, Loss: 3.111e-03, lamd1: 0.978, lamd2: 0.01061, Time: 10.52
It: 6800, Loss: 5.399e-03, lamd1: 0.980, lamd2: 0.01085, Time: 10.53
It: 6900, Loss: 4.861e-03, lamd1: 0.980, lamd2: 0.01117, Time: 10.52
It: 7000, Loss: 4.002e-03, lamd1: 0.982, lamd2: 0.01070, Time: 10.67
It: 7100, Loss: 3.296e-03, lamd1: 0.983, lamd2: 0.01045, Time: 10.58
It: 7200, Loss: 3.063e-03, lamd1: 0.982, lamd2: 0.01050, Time: 10.59
It: 7300, Loss: 2.195e-03, lamd1: 0.981, lamd2: 0.01083, Time: 10.56
It: 7400, Loss: 2.104e-03, lamd1: 0.983, lamd2: 0.01087, Time: 10.53
It: 7500, Loss: 2.568e-03, lamd1: 0.983, lamd2: 0.01110, Time: 10.49
It: 7600, Loss: 4.287e-03, lamd1: 0.982, lamd2: 0.01064, Time: 10.46
It: 7700, Loss: 2.352e-03, lamd1: 0.984, lamd2: 0.01060, Time: 10.48
It: 7800, Loss: 2.887e-03, lamd1: 0.984, lamd2: 0.01135, Time: 10.45
It: 7900, Loss: 2.661e-03, lamd1: 0.984, lamd2: 0.01073, Time: 10.21
It: 8000, Loss: 1.693e-03, lamd1: 0.983, lamd2: 0.01094, Time: 10.18
It: 8100, Loss: 2.035e-03, lamd1: 0.984, lamd2: 0.01081, Time: 10.23
It: 8200, Loss: 2.340e-03, lamd1: 0.984, lamd2: 0.01044, Time: 10.20
It: 8300, Loss: 2.878e-03, lamd1: 0.986, lamd2: 0.01060, Time: 10.23
It: 8400, Loss: 1.346e-03, lamd1: 0.984, lamd2: 0.01069, Time: 10.50
It: 8500, Loss: 2.521e-03, lamd1: 0.986, lamd2: 0.01042, Time: 10.52
It: 8600, Loss: 2.333e-03, lamd1: 0.985, lamd2: 0.01097, Time: 10.47
It: 8700, Loss: 6.018e-03, lamd1: 0.987, lamd2: 0.01003, Time: 10.60
It: 8800, Loss: 2.830e-03, lamd1: 0.984, lamd2: 0.01105, Time: 10.57
It: 8900, Loss: 2.006e-03, lamd1: 0.984, lamd2: 0.01116, Time: 10.64
It: 9000, Loss: 2.559e-03, lamd1: 0.984, lamd2: 0.01095, Time: 10.51
It: 9100, Loss: 1.868e-03, lamd1: 0.983, lamd2: 0.01133, Time: 10.54
It: 9200, Loss: 2.191e-03, lamd1: 0.987, lamd2: 0.01122, Time: 10.64
It: 9300, Loss: 1.954e-03, lamd1: 0.984, lamd2: 0.01100, Time: 10.60
It: 9400, Loss: 2.301e-03, lamd1: 0.987, lamd2: 0.01071, Time: 10.79
It: 9500, Loss: 2.049e-03, lamd1: 0.986, lamd2: 0.01094, Time: 10.64
It: 9600, Loss: 3.274e-03, lamd1: 0.985, lamd2: 0.01058, Time: 10.63
It: 9700, Loss: 1.437e-03, lamd1: 0.985, lamd2: 0.01092, Time: 10.64
It: 9800, Loss: 1.634e-03, lamd1: 0.987, lamd2: 0.01081, Time: 10.68
It: 9900, Loss: 3.990e-03, lamd1: 0.986, lamd2: 0.01099, Time: 10.62
It: 10000, Loss: 2.362e-03, lamd1: 0.986, lamd2: 0.01069, Time: 10.64
It: 10100, Loss: 9.027e-04, lamd1: 0.989, lamd2: 0.01079, Time: 10.65
It: 10200, Loss: 8.857e-04, lamd1: 0.989, lamd2: 0.01079, Time: 10.62
It: 10300, Loss: 8.711e-04, lamd1: 0.989, lamd2: 0.01080, Time: 10.58
It: 10400, Loss: 8.576e-04, lamd1: 0.990, lamd2: 0.01080, Time: 10.63
It: 10500, Loss: 8.448e-04, lamd1: 0.990, lamd2: 0.01081, Time: 10.68
It: 10600, Loss: 8.322e-04, lamd1: 0.990, lamd2: 0.01082, Time: 10.60
It: 10700, Loss: 8.200e-04, lamd1: 0.990, lamd2: 0.01083, Time: 10.62
It: 10800, Loss: 8.079e-04, lamd1: 0.990, lamd2: 0.01084, Time: 10.65
It: 10900, Loss: 7.959e-04, lamd1: 0.990, lamd2: 0.01084, Time: 10.64
It: 11000, Loss: 7.839e-04, lamd1: 0.991, lamd2: 0.01085, Time: 10.61
It: 11100, Loss: 7.720e-04, lamd1: 0.991, lamd2: 0.01085, Time: 10.73
It: 11200, Loss: 7.663e-04, lamd1: 0.991, lamd2: 0.01083, Time: 10.67
It: 11300, Loss: 1.055e-03, lamd1: 0.990, lamd2: 0.01085, Time: 10.56
It: 11400, Loss: 3.118e-03, lamd1: 0.990, lamd2: 0.01130, Time: 10.51
It: 11500, Loss: 8.560e-04, lamd1: 0.990, lamd2: 0.01094, Time: 10.24
It: 11600, Loss: 1.754e-03, lamd1: 0.990, lamd2: 0.01114, Time: 10.23
It: 11700, Loss: 1.063e-03, lamd1: 0.990, lamd2: 0.01085, Time: 10.19
It: 11800, Loss: 8.956e-04, lamd1: 0.990, lamd2: 0.01078, Time: 10.19
It: 11900, Loss: 9.561e-04, lamd1: 0.990, lamd2: 0.01091, Time: 10.37
It: 12000, Loss: 1.081e-03, lamd1: 0.991, lamd2: 0.01066, Time: 10.67
It: 12100, Loss: 1.045e-03, lamd1: 0.990, lamd2: 0.01099, Time: 10.68
It: 12200, Loss: 1.007e-03, lamd1: 0.990, lamd2: 0.01078, Time: 10.72
It: 12300, Loss: 1.117e-03, lamd1: 0.991, lamd2: 0.01099, Time: 10.50
It: 12400, Loss: 1.695e-03, lamd1: 0.991, lamd2: 0.01063, Time: 10.25
It: 12500, Loss: 1.407e-03, lamd1: 0.990, lamd2: 0.01078, Time: 10.23
It: 12600, Loss: 9.093e-04, lamd1: 0.991, lamd2: 0.01093, Time: 10.23
It: 12700, Loss: 1.634e-03, lamd1: 0.991, lamd2: 0.01091, Time: 10.22
It: 12800, Loss: 1.024e-03, lamd1: 0.991, lamd2: 0.01080, Time: 10.26
It: 12900, Loss: 7.952e-04, lamd1: 0.991, lamd2: 0.01080, Time: 10.20
It: 13000, Loss: 1.083e-03, lamd1: 0.991, lamd2: 0.01064, Time: 10.25
It: 13100, Loss: 7.752e-04, lamd1: 0.992, lamd2: 0.01081, Time: 10.24
It: 13200, Loss: 7.531e-04, lamd1: 0.991, lamd2: 0.01085, Time: 10.23
It: 13300, Loss: 9.923e-04, lamd1: 0.992, lamd2: 0.01060, Time: 10.26
It: 13400, Loss: 8.452e-04, lamd1: 0.991, lamd2: 0.01084, Time: 10.23
It: 13500, Loss: 1.272e-03, lamd1: 0.990, lamd2: 0.01065, Time: 10.23
It: 13600, Loss: 6.374e-04, lamd1: 0.992, lamd2: 0.01073, Time: 10.23
It: 13700, Loss: 7.207e-04, lamd1: 0.991, lamd2: 0.01082, Time: 10.25
It: 13800, Loss: 6.833e-04, lamd1: 0.991, lamd2: 0.01073, Time: 10.24
It: 13900, Loss: 1.239e-03, lamd1: 0.992, lamd2: 0.01061, Time: 10.24
It: 14000, Loss: 1.060e-03, lamd1: 0.991, lamd2: 0.01090, Time: 10.24
It: 14100, Loss: 1.472e-03, lamd1: 0.992, lamd2: 0.01064, Time: 10.26
It: 14200, Loss: 9.117e-04, lamd1: 0.992, lamd2: 0.01068, Time: 10.24
It: 14300, Loss: 8.760e-04, lamd1: 0.992, lamd2: 0.01086, Time: 10.24
It: 14400, Loss: 7.425e-04, lamd1: 0.992, lamd2: 0.01075, Time: 10.25
It: 14500, Loss: 1.300e-03, lamd1: 0.992, lamd2: 0.01081, Time: 10.23
It: 14600, Loss: 9.059e-04, lamd1: 0.992, lamd2: 0.01087, Time: 10.25
It: 14700, Loss: 9.472e-04, lamd1: 0.991, lamd2: 0.01083, Time: 10.24
It: 14800, Loss: 1.040e-03, lamd1: 0.991, lamd2: 0.01090, Time: 10.25
It: 14900, Loss: 8.098e-04, lamd1: 0.992, lamd2: 0.01072, Time: 10.25
It: 15000, Loss: 6.512e-04, lamd1: 0.992, lamd2: 0.01077, Time: 10.23
It: 15100, Loss: 1.035e-03, lamd1: 0.992, lamd2: 0.01095, Time: 10.23
It: 15200, Loss: 1.528e-03, lamd1: 0.992, lamd2: 0.01069, Time: 10.23
It: 15300, Loss: 9.163e-04, lamd1: 0.992, lamd2: 0.01091, Time: 10.23
It: 15400, Loss: 1.423e-03, lamd1: 0.992, lamd2: 0.01089, Time: 10.25
It: 15500, Loss: 1.440e-03, lamd1: 0.992, lamd2: 0.01105, Time: 10.21
It: 15600, Loss: 5.641e-04, lamd1: 0.992, lamd2: 0.01079, Time: 10.22
It: 15700, Loss: 8.060e-04, lamd1: 0.992, lamd2: 0.01071, Time: 10.25
It: 15800, Loss: 6.145e-04, lamd1: 0.992, lamd2: 0.01076, Time: 10.21
It: 15900, Loss: 6.605e-04, lamd1: 0.993, lamd2: 0.01083, Time: 10.23
It: 16000, Loss: 8.766e-04, lamd1: 0.992, lamd2: 0.01085, Time: 10.22
It: 16100, Loss: 1.051e-03, lamd1: 0.992, lamd2: 0.01097, Time: 10.22
It: 16200, Loss: 7.658e-04, lamd1: 0.992, lamd2: 0.01072, Time: 10.25
It: 16300, Loss: 8.075e-04, lamd1: 0.992, lamd2: 0.01085, Time: 10.24
It: 16400, Loss: 1.545e-03, lamd1: 0.992, lamd2: 0.01056, Time: 10.23
It: 16500, Loss: 7.467e-04, lamd1: 0.992, lamd2: 0.01068, Time: 10.20
It: 16600, Loss: 6.938e-04, lamd1: 0.992, lamd2: 0.01080, Time: 10.24
It: 16700, Loss: 5.394e-04, lamd1: 0.992, lamd2: 0.01075, Time: 10.24
It: 16800, Loss: 9.891e-04, lamd1: 0.992, lamd2: 0.01060, Time: 10.21
It: 16900, Loss: 8.695e-04, lamd1: 0.992, lamd2: 0.01094, Time: 10.23
It: 17000, Loss: 7.784e-04, lamd1: 0.993, lamd2: 0.01074, Time: 10.24
It: 17100, Loss: 9.233e-04, lamd1: 0.993, lamd2: 0.01092, Time: 10.24
It: 17200, Loss: 5.080e-04, lamd1: 0.993, lamd2: 0.01069, Time: 10.22
It: 17300, Loss: 1.144e-03, lamd1: 0.993, lamd2: 0.01059, Time: 10.24
It: 17400, Loss: 7.661e-04, lamd1: 0.993, lamd2: 0.01078, Time: 10.23
It: 17500, Loss: 9.381e-04, lamd1: 0.992, lamd2: 0.01078, Time: 10.23
It: 17600, Loss: 6.999e-04, lamd1: 0.993, lamd2: 0.01091, Time: 10.24
It: 17700, Loss: 6.483e-04, lamd1: 0.993, lamd2: 0.01067, Time: 10.23
It: 17800, Loss: 1.563e-03, lamd1: 0.993, lamd2: 0.01102, Time: 10.22
It: 17900, Loss: 5.924e-04, lamd1: 0.992, lamd2: 0.01081, Time: 10.23
It: 18000, Loss: 5.424e-04, lamd1: 0.992, lamd2: 0.01073, Time: 10.22
It: 18100, Loss: 1.618e-03, lamd1: 0.993, lamd2: 0.01088, Time: 10.20
It: 18200, Loss: 1.837e-03, lamd1: 0.993, lamd2: 0.01047, Time: 10.18
It: 18300, Loss: 2.198e-03, lamd1: 0.993, lamd2: 0.01043, Time: 10.19
It: 18400, Loss: 1.080e-03, lamd1: 0.993, lamd2: 0.01100, Time: 10.18
It: 18500, Loss: 9.866e-04, lamd1: 0.993, lamd2: 0.01098, Time: 10.17
It: 18600, Loss: 1.058e-03, lamd1: 0.992, lamd2: 0.01076, Time: 10.21
It: 18700, Loss: 9.020e-04, lamd1: 0.993, lamd2: 0.01085, Time: 10.22
It: 18800, Loss: 6.533e-04, lamd1: 0.993, lamd2: 0.01060, Time: 10.19
It: 18900, Loss: 5.567e-04, lamd1: 0.993, lamd2: 0.01070, Time: 10.18
It: 19000, Loss: 4.785e-04, lamd1: 0.993, lamd2: 0.01073, Time: 10.18
It: 19100, Loss: 7.217e-04, lamd1: 0.992, lamd2: 0.01070, Time: 10.16
It: 19200, Loss: 5.422e-04, lamd1: 0.993, lamd2: 0.01065, Time: 10.18
It: 19300, Loss: 5.226e-04, lamd1: 0.994, lamd2: 0.01074, Time: 10.18
It: 19400, Loss: 5.722e-04, lamd1: 0.993, lamd2: 0.01088, Time: 10.21
It: 19500, Loss: 9.233e-04, lamd1: 0.993, lamd2: 0.01082, Time: 10.18
It: 19600, Loss: 8.981e-04, lamd1: 0.994, lamd2: 0.01051, Time: 10.18
It: 19700, Loss: 1.459e-03, lamd1: 0.994, lamd2: 0.01048, Time: 10.17
It: 19800, Loss: 1.251e-03, lamd1: 0.993, lamd2: 0.01095, Time: 10.19
It: 19900, Loss: 1.077e-03, lamd1: 0.993, lamd2: 0.01083, Time: 10.19
It: 20000, Loss: 9.214e-04, lamd1: 0.993, lamd2: 0.01078, Time: 10.17
It: 20100, Loss: 4.115e-04, lamd1: 0.994, lamd2: 0.01071, Time: 10.18
It: 20200, Loss: 4.092e-04, lamd1: 0.994, lamd2: 0.01072, Time: 10.17
It: 20300, Loss: 4.071e-04, lamd1: 0.994, lamd2: 0.01072, Time: 10.21
It: 20400, Loss: 4.050e-04, lamd1: 0.994, lamd2: 0.01072, Time: 10.18
It: 20500, Loss: 4.030e-04, lamd1: 0.994, lamd2: 0.01073, Time: 10.20
It: 20600, Loss: 4.010e-04, lamd1: 0.994, lamd2: 0.01073, Time: 10.17
It: 20700, Loss: 3.990e-04, lamd1: 0.994, lamd2: 0.01073, Time: 10.19
It: 20800, Loss: 3.970e-04, lamd1: 0.994, lamd2: 0.01074, Time: 10.20
It: 20900, Loss: 3.950e-04, lamd1: 0.994, lamd2: 0.01074, Time: 10.17
It: 21000, Loss: 3.929e-04, lamd1: 0.994, lamd2: 0.01074, Time: 10.16
It: 21100, Loss: 3.908e-04, lamd1: 0.994, lamd2: 0.01074, Time: 10.20
It: 21200, Loss: 4.258e-04, lamd1: 0.994, lamd2: 0.01074, Time: 10.17
It: 21300, Loss: 4.225e-04, lamd1: 0.994, lamd2: 0.01077, Time: 10.19
It: 21400, Loss: 4.044e-04, lamd1: 0.994, lamd2: 0.01073, Time: 10.17
It: 21500, Loss: 5.199e-04, lamd1: 0.994, lamd2: 0.01090, Time: 10.19
It: 21600, Loss: 4.173e-04, lamd1: 0.994, lamd2: 0.01077, Time: 10.17
It: 21700, Loss: 4.255e-04, lamd1: 0.994, lamd2: 0.01069, Time: 10.20
It: 21800, Loss: 8.297e-04, lamd1: 0.994, lamd2: 0.01096, Time: 10.17
It: 21900, Loss: 4.878e-04, lamd1: 0.994, lamd2: 0.01068, Time: 10.19
It: 22000, Loss: 4.225e-04, lamd1: 0.994, lamd2: 0.01068, Time: 10.20
It: 22100, Loss: 4.166e-04, lamd1: 0.994, lamd2: 0.01072, Time: 10.18
It: 22200, Loss: 1.004e-03, lamd1: 0.994, lamd2: 0.01090, Time: 10.24
It: 22300, Loss: 3.797e-04, lamd1: 0.994, lamd2: 0.01075, Time: 10.23
It: 22400, Loss: 4.068e-04, lamd1: 0.994, lamd2: 0.01076, Time: 10.25
It: 22500, Loss: 4.479e-04, lamd1: 0.994, lamd2: 0.01083, Time: 10.23
It: 22600, Loss: 6.048e-04, lamd1: 0.994, lamd2: 0.01080, Time: 10.23
It: 22700, Loss: 5.769e-04, lamd1: 0.994, lamd2: 0.01074, Time: 10.24
It: 22800, Loss: 4.225e-04, lamd1: 0.994, lamd2: 0.01078, Time: 10.24
It: 22900, Loss: 7.891e-04, lamd1: 0.994, lamd2: 0.01075, Time: 10.23
It: 23000, Loss: 4.514e-04, lamd1: 0.994, lamd2: 0.01077, Time: 10.25
It: 23100, Loss: 3.978e-04, lamd1: 0.994, lamd2: 0.01081, Time: 10.25
It: 23200, Loss: 4.131e-04, lamd1: 0.995, lamd2: 0.01077, Time: 10.24
It: 23300, Loss: 4.494e-04, lamd1: 0.994, lamd2: 0.01076, Time: 10.23
It: 23400, Loss: 3.791e-04, lamd1: 0.995, lamd2: 0.01076, Time: 10.24
It: 23500, Loss: 4.378e-04, lamd1: 0.995, lamd2: 0.01066, Time: 10.24
It: 23600, Loss: 4.546e-04, lamd1: 0.994, lamd2: 0.01083, Time: 10.25
It: 23700, Loss: 5.320e-04, lamd1: 0.995, lamd2: 0.01065, Time: 10.23
It: 23800, Loss: 4.103e-04, lamd1: 0.995, lamd2: 0.01071, Time: 10.21
It: 23900, Loss: 3.633e-04, lamd1: 0.994, lamd2: 0.01075, Time: 10.25
It: 24000, Loss: 3.940e-04, lamd1: 0.995, lamd2: 0.01071, Time: 10.24
It: 24100, Loss: 5.173e-04, lamd1: 0.994, lamd2: 0.01069, Time: 10.23
It: 24200, Loss: 6.890e-04, lamd1: 0.994, lamd2: 0.01069, Time: 10.22
It: 24300, Loss: 3.485e-04, lamd1: 0.994, lamd2: 0.01076, Time: 10.24
It: 24400, Loss: 3.704e-04, lamd1: 0.995, lamd2: 0.01071, Time: 10.25
It: 24500, Loss: 3.743e-04, lamd1: 0.995, lamd2: 0.01068, Time: 10.24
It: 24600, Loss: 3.439e-04, lamd1: 0.995, lamd2: 0.01073, Time: 10.22
It: 24700, Loss: 3.396e-04, lamd1: 0.995, lamd2: 0.01072, Time: 10.23
It: 24800, Loss: 9.890e-04, lamd1: 0.995, lamd2: 0.01069, Time: 10.22
It: 24900, Loss: 3.514e-04, lamd1: 0.995, lamd2: 0.01073, Time: 10.24
It: 25000, Loss: 3.851e-04, lamd1: 0.995, lamd2: 0.01079, Time: 10.25
It: 25100, Loss: 6.029e-04, lamd1: 0.995, lamd2: 0.01085, Time: 10.25
It: 25200, Loss: 4.382e-04, lamd1: 0.994, lamd2: 0.01063, Time: 10.22
It: 25300, Loss: 5.609e-04, lamd1: 0.994, lamd2: 0.01092, Time: 10.23
It: 25400, Loss: 3.531e-04, lamd1: 0.995, lamd2: 0.01074, Time: 10.23
It: 25500, Loss: 4.819e-04, lamd1: 0.994, lamd2: 0.01077, Time: 10.24
It: 25600, Loss: 4.199e-04, lamd1: 0.995, lamd2: 0.01070, Time: 10.25
It: 25700, Loss: 4.878e-04, lamd1: 0.994, lamd2: 0.01080, Time: 10.24
It: 25800, Loss: 3.386e-04, lamd1: 0.995, lamd2: 0.01075, Time: 10.25
It: 25900, Loss: 3.640e-04, lamd1: 0.995, lamd2: 0.01068, Time: 10.24
It: 26000, Loss: 3.473e-04, lamd1: 0.995, lamd2: 0.01071, Time: 10.26
It: 26100, Loss: 3.469e-04, lamd1: 0.995, lamd2: 0.01070, Time: 10.22
It: 26200, Loss: 4.181e-04, lamd1: 0.995, lamd2: 0.01066, Time: 10.25
It: 26300, Loss: 5.234e-04, lamd1: 0.994, lamd2: 0.01077, Time: 10.23
It: 26400, Loss: 3.541e-04, lamd1: 0.995, lamd2: 0.01070, Time: 10.24
It: 26500, Loss: 8.597e-04, lamd1: 0.994, lamd2: 0.01100, Time: 10.23
It: 26600, Loss: 3.434e-04, lamd1: 0.995, lamd2: 0.01072, Time: 10.25
It: 26700, Loss: 6.646e-04, lamd1: 0.995, lamd2: 0.01073, Time: 10.24
It: 26800, Loss: 3.829e-04, lamd1: 0.995, lamd2: 0.01072, Time: 10.24
It: 26900, Loss: 3.274e-04, lamd1: 0.995, lamd2: 0.01074, Time: 10.23
It: 27000, Loss: 4.666e-04, lamd1: 0.994, lamd2: 0.01083, Time: 10.24
It: 27100, Loss: 6.155e-04, lamd1: 0.994, lamd2: 0.01086, Time: 10.23
It: 27200, Loss: 3.204e-04, lamd1: 0.995, lamd2: 0.01073, Time: 10.24
It: 27300, Loss: 3.175e-04, lamd1: 0.995, lamd2: 0.01073, Time: 10.22
It: 27400, Loss: 3.484e-04, lamd1: 0.995, lamd2: 0.01070, Time: 10.25
It: 27500, Loss: 3.387e-04, lamd1: 0.994, lamd2: 0.01077, Time: 10.23
It: 27600, Loss: 3.250e-04, lamd1: 0.995, lamd2: 0.01072, Time: 10.22
It: 27700, Loss: 8.627e-04, lamd1: 0.995, lamd2: 0.01060, Time: 10.24
It: 27800, Loss: 4.165e-04, lamd1: 0.995, lamd2: 0.01062, Time: 10.53
It: 27900, Loss: 3.169e-04, lamd1: 0.995, lamd2: 0.01075, Time: 10.26
It: 28000, Loss: 4.448e-04, lamd1: 0.995, lamd2: 0.01077, Time: 10.21
It: 28100, Loss: 3.266e-04, lamd1: 0.995, lamd2: 0.01068, Time: 10.25
It: 28200, Loss: 4.721e-04, lamd1: 0.995, lamd2: 0.01068, Time: 10.23
It: 28300, Loss: 3.896e-04, lamd1: 0.995, lamd2: 0.01064, Time: 10.24
It: 28400, Loss: 4.498e-04, lamd1: 0.995, lamd2: 0.01066, Time: 10.24
It: 28500, Loss: 4.963e-04, lamd1: 0.995, lamd2: 0.01084, Time: 10.26
It: 28600, Loss: 3.288e-04, lamd1: 0.995, lamd2: 0.01070, Time: 10.23
It: 28700, Loss: 3.889e-04, lamd1: 0.995, lamd2: 0.01077, Time: 10.21
It: 28800, Loss: 3.099e-04, lamd1: 0.995, lamd2: 0.01070, Time: 10.21
It: 28900, Loss: 3.136e-04, lamd1: 0.995, lamd2: 0.01073, Time: 10.19
It: 29000, Loss: 5.693e-04, lamd1: 0.995, lamd2: 0.01071, Time: 10.18
It: 29100, Loss: 3.136e-04, lamd1: 0.995, lamd2: 0.01074, Time: 10.17
It: 29200, Loss: 4.318e-04, lamd1: 0.995, lamd2: 0.01079, Time: 10.21
It: 29300, Loss: 3.695e-04, lamd1: 0.995, lamd2: 0.01064, Time: 10.20
It: 29400, Loss: 3.811e-04, lamd1: 0.995, lamd2: 0.01074, Time: 10.17
It: 29500, Loss: 4.111e-04, lamd1: 0.995, lamd2: 0.01073, Time: 10.20
