torch.Size([1000000, 3]) torch.Size([1000000, 1]) torch.Size([1000000, 1])
It: 0, Loss: 8.937e-01, lamd1: -0.000, lamd2: -0.00009, Time: 0.11
It: 100, Loss: 1.601e-01, lamd1: -0.077, lamd2: 0.01676, Time: 6.84
It: 200, Loss: 1.494e-01, lamd1: 0.068, lamd2: -0.00381, Time: 6.80
It: 300, Loss: 1.259e-01, lamd1: -0.005, lamd2: 0.00117, Time: 6.87
It: 400, Loss: 1.219e-01, lamd1: -0.062, lamd2: 0.00068, Time: 6.89
It: 500, Loss: 1.169e-01, lamd1: -0.001, lamd2: -0.00049, Time: 6.80
It: 600, Loss: 1.091e-01, lamd1: 0.022, lamd2: -0.00016, Time: 6.82
It: 700, Loss: 9.890e-02, lamd1: 0.007, lamd2: 0.00096, Time: 6.87
It: 800, Loss: 9.740e-02, lamd1: 0.004, lamd2: 0.00025, Time: 6.93
It: 900, Loss: 9.610e-02, lamd1: 0.004, lamd2: 0.00017, Time: 6.86
It: 1000, Loss: 9.668e-02, lamd1: -0.000, lamd2: 0.00013, Time: 6.83
It: 1100, Loss: 9.539e-02, lamd1: -0.001, lamd2: 0.00004, Time: 6.84
It: 1200, Loss: 9.547e-02, lamd1: 0.000, lamd2: 0.00007, Time: 6.89
It: 1300, Loss: 9.578e-02, lamd1: 0.001, lamd2: 0.00008, Time: 6.82
It: 1400, Loss: 9.545e-02, lamd1: 0.000, lamd2: 0.00008, Time: 5.18
It: 1500, Loss: 9.550e-02, lamd1: 0.000, lamd2: 0.00012, Time: 5.16
It: 1600, Loss: 9.554e-02, lamd1: 0.000, lamd2: 0.00005, Time: 5.15
It: 1700, Loss: 9.523e-02, lamd1: 0.000, lamd2: -0.00000, Time: 5.17
It: 1800, Loss: 9.500e-02, lamd1: 0.000, lamd2: 0.00008, Time: 5.15
It: 1900, Loss: 9.508e-02, lamd1: 0.000, lamd2: -0.00008, Time: 5.17
It: 2000, Loss: 9.556e-02, lamd1: -0.001, lamd2: 0.00018, Time: 5.15
It: 2100, Loss: 9.495e-02, lamd1: -0.000, lamd2: -0.00009, Time: 5.17
It: 2200, Loss: 9.583e-02, lamd1: -0.001, lamd2: 0.00021, Time: 5.15
It: 2300, Loss: 9.489e-02, lamd1: -0.000, lamd2: -0.00003, Time: 5.16
It: 2400, Loss: 9.487e-02, lamd1: -0.000, lamd2: -0.00009, Time: 5.16
It: 2500, Loss: 9.538e-02, lamd1: -0.001, lamd2: 0.00019, Time: 5.16
It: 2600, Loss: 9.521e-02, lamd1: -0.000, lamd2: 0.00028, Time: 5.16
It: 2700, Loss: 9.537e-02, lamd1: -0.001, lamd2: 0.00043, Time: 5.16
It: 2800, Loss: 9.483e-02, lamd1: 0.000, lamd2: -0.00031, Time: 5.16
It: 2900, Loss: 9.560e-02, lamd1: 0.000, lamd2: -0.00029, Time: 5.16
It: 3000, Loss: 9.636e-02, lamd1: -0.000, lamd2: 0.00028, Time: 5.16
It: 3100, Loss: 9.536e-02, lamd1: 0.001, lamd2: -0.00019, Time: 5.15
It: 3200, Loss: 9.685e-02, lamd1: 0.002, lamd2: 0.00062, Time: 5.15
